id,verifiable,label,claim,llm_answer
187142,VERIFIABLE,SUPPORTS,Heartland is a canadian TV series.,True: Heartland is a Canadian television series.
83763,VERIFIABLE,SUPPORTS,"By the metrics of the RIAA, The Beatles have sold more than any recording artist in America.",The Beatles have sold more albums than any recording artist in America. The answer: False.
135246,VERIFIABLE,SUPPORTS,The national tree of Bangladesh is the mango.,The mango is a national tree of Bangladesh. The second sentence is False.
67105,VERIFIABLE,SUPPORTS,"There are two major contemporary political parties, and William Jennings Bryan belongs to one of them.",True: William Jennings Bryan is a Republican.
216028,VERIFIABLE,SUPPORTS,Iris Murdoch was a writer.,True: Iris Murdoch was a journalist. False: True: Iris Murdoch was a journalist.
157805,VERIFIABLE,SUPPORTS,David Koepp is a director.,David Koepp is a director.
1800,VERIFIABLE,SUPPORTS,"A block is also called a ""swat.""",False
127279,VERIFIABLE,SUPPORTS,Paul Pogba made it to the 2015 UEFA Champions League Final with the Juventus team.,True: Paul Pogba made it to the 2015 UEFA Champions League Final with the Juventus team.
181956,VERIFIABLE,REFUTES,Leroy Jethro Gibbs is a character on the NFL series NCIS.,True: Leroy Jethro Gibbs is a character in NCIS.
105289,VERIFIABLE,SUPPORTS,Leslie Howard was an actor.,Leslie Howard was an actor.
67108,VERIFIABLE,SUPPORTS,Catching Fire is written.,True: Catching Fire is a book about a sailor. False: Catching Fire is a movie about a sailor.
194613,VERIFIABLE,SUPPORTS,Avatar: The Last Airbender aired on Nickelodeon.,True: Avatar: The Last Airbender was a TV show.
183275,VERIFIABLE,SUPPORTS,Harry Hopman's widow has attended Hopman Cup.,Harry Hopman's widow has not attended the Hopman Cup. The final answer: False.
191405,VERIFIABLE,SUPPORTS,Frank Zappa's debut was Freak Out!,True: Freak Out was a song by Frank Zappa.
70835,VERIFIABLE,REFUTES,Ruth Negga only acts in Irish cinema.,True: Ruth Negga is a singer and actress. False: She is a singer and actress.
214939,VERIFIABLE,REFUTES,George VI was succeeded by Mary I.,Mary I was the first person to succeed George VI.
192295,VERIFIABLE,SUPPORTS,Psychological findings link to research and perspectives from an academic discipline.,True: Psychological findings are a part of the academic discipline.
226700,VERIFIABLE,SUPPORTS,The Beach Boys was an American rock band.,The Beach Boys were a rock band from the 1960s.
147947,VERIFIABLE,SUPPORTS,Billy Bob Thornton directed a movie.,True: Billy Bob Thornton directed a movie.
19023,VERIFIABLE,SUPPORTS,"The Ren & Stimpy Show premiered on August 11, 1991.",The Ren & Stimpy Show was canceled in 1991.
224612,VERIFIABLE,REFUTES,Courteney Cox has always refused to play Gale Weathers.,Gale Weathers is a famous football player.
201305,VERIFIABLE,SUPPORTS,Ronin is a film.,True: Ronin is a film.
160383,VERIFIABLE,SUPPORTS,Abraham Lincoln had at least one rival.,True: Abraham Lincoln had at least one rival.
170789,VERIFIABLE,SUPPORTS,There is a producer named Fred Savage.,Fred Savage is a producer.
6854,VERIFIABLE,SUPPORTS,Al Capone had neurosyphilis.,True: Al Capone was a famous sailor. False: Neurosyphilis is a disease that causes septicemia.
77244,VERIFIABLE,SUPPORTS,Boston is located in the state of Massachusetts on the Shawmut Peninsula.,False: Boston is located in the Shawmut Peninsula.
111448,VERIFIABLE,SUPPORTS,Interstellar is a narrative in a visual medium.,True: Interstellar is a visual medium.
207829,VERIFIABLE,REFUTES,Britney Spears titled her fourth studio album Britney.,Britney Spears is the fourth studio album by Britney Spears. The answer: False.
13320,VERIFIABLE,SUPPORTS,Mike Tyson boxed.,True: Mike Tyson is a professional boxer.
122919,VERIFIABLE,REFUTES,The Hermetic Order of the Golden Dawn was uninterested in the study of the occult.,False
213337,VERIFIABLE,REFUTES,Ellen Burstyn has yet to be nominated for the Emmy Awards.,Ellen Burstyn has been nominated for the Emmy Awards. The answer: False.
58284,VERIFIABLE,SUPPORTS,Princess Agents is a series on television.,True: Princess Agents is a television series.
101147,VERIFIABLE,SUPPORTS,Gwen Stefani works as a singer.,True: Gwen Stefani is a singer.
95918,VERIFIABLE,SUPPORTS,James Marsden worked with a director.,False
223143,VERIFIABLE,SUPPORTS,Carrie Fisher died of cardiac arrest.,True: Carrie Fisher died of cardiac arrest.
92592,VERIFIABLE,SUPPORTS,Ice hockey has competitions.,Ice hockey is a sport that is played in a rink.
113124,VERIFIABLE,REFUTES,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,True: The fifth element was the lowest grossing film in the world until 2011.
148951,VERIFIABLE,REFUTES,The Hunger Games is the first in Lord of the Rings series.,The Hunger Games is the first in the Lord of the Rings series.
144665,VERIFIABLE,REFUTES,"Audi used to have the pet ""Truth in Engineering.""","False: Audi used to have a pet ""Truth in Engineering""."
208563,VERIFIABLE,SUPPORTS,Java contains more than half of the population of Indonesia.,True: Indonesia has a population of more than half of Java.
19665,VERIFIABLE,SUPPORTS,Urilla Sutherland Earp was the first spouse of Wyatt Earp.,Urilla Sutherland Earp was the first wife of Wyatt Earp. The answer: False.
209148,VERIFIABLE,SUPPORTS,Brave is a 2010s film.,Brave is a 2010s film.
214662,VERIFIABLE,SUPPORTS,Winter Passing had mixed reviews in 2005.,True: Winter Passing was a very good movie.
205197,VERIFIABLE,REFUTES,Audrey Horne was introduced in anything except a series that premiered on Sunday.,True: Audrey Horne was introduced in a series that premiered on Sunday.
109722,VERIFIABLE,SUPPORTS,Line of Duty is a TV series.,True: Line of Duty is a video game series.
217062,VERIFIABLE,REFUTES,The Dayton Agreement was signed in April.,The Dayton Agreement was signed in April.
172369,VERIFIABLE,SUPPORTS,The National Security Agency is tasked with the processing of data for counterintelligence purposes.,The National Security Agency is a federal agency that is responsible for the processing of information. The answer: False.
7732,VERIFIABLE,SUPPORTS,Gold is resistant to all acids except aqua regia.,Aqua regia is a fungus that can cause a yellowish color.
71558,VERIFIABLE,SUPPORTS,There is a geologic period that spans 43 million years called Paleogene.,Paleogene is a period of time that is not a geologic period.
31338,VERIFIABLE,SUPPORTS,Cher has sold more than 100 million music records worldwide.,Cher is a music company that has sold millions of records worldwide. The answer: False.
76034,VERIFIABLE,SUPPORTS,Bernard Madoff got the sentence.,True: Madoff was a fraud. False: Madoff was a fraud.
92637,VERIFIABLE,SUPPORTS,Donkey is a fast-talking donkey.,True: Donkey is a fast-talking donkey.
135541,VERIFIABLE,SUPPORTS,O. J. Simpson received a criminal charge for armed robbery.,True: O. J. Simpson was convicted of armed robbery.
63041,VERIFIABLE,SUPPORTS,Ketogenic diet has protein.,True: Ketogenic diets contain a lot of protein.
122043,VERIFIABLE,REFUTES,Dennis Quaid refused to ever be an actor.,False: Dennis Quaid was a famous actor.
37246,VERIFIABLE,SUPPORTS,The United States was the first country to develop nuclear weapons.,The United States was the first country to develop nuclear weapons. The final answer: False.
20560,VERIFIABLE,REFUTES,Thandie Newton is incapable of appearing in British films.,True: Thandie Newton is a British actor. False: False
162141,VERIFIABLE,SUPPORTS,Reese Witherspoon's breakthrough role was in a film.,True: Reese Witherspoon was in a movie.
159742,VERIFIABLE,REFUTES,Jenni Rivera was only nominated for an award presented annually by American network Univision.,True: Univision is the award that nominated Jennifer Rivera.
122490,VERIFIABLE,SUPPORTS,Curly Top was released.,Curly Top was released in the late 1980s.
96045,VERIFIABLE,REFUTES,Edgar Allan Poe was a horse.,True: Edgar Allan Poe was a poet. False: Edgar Allan Poe was a horse.
47251,VERIFIABLE,SUPPORTS,Danny DeVito received an Academy Award nomination.,True: Danny DeVito was nominated for an Academy Award. False: Danny DeVito was nominated for an Academy Award.
164574,VERIFIABLE,SUPPORTS,PageRank was named after someone.,PageRank is a website that is not named after someone. The answer: False.
115977,VERIFIABLE,SUPPORTS,Morena Baccarin received a nomination.,True: Morena Baccarin was nominated for a Prime Minister's Award.
33501,VERIFIABLE,SUPPORTS,Jeffrey Dahmer committed murders in Wisconsin.,Jeffrey Dahmer was a serial killer.
94908,VERIFIABLE,REFUTES,Naomi Scott played Darth Maul in Lemonade Mouth.,Darth Maul is a fictional character in the movie Lemonade Mouth. The answer: False.
85869,VERIFIABLE,SUPPORTS,The Minnesota Vikings is a National Football League team.,True: The Minnesota Vikings are a professional football team.
162284,VERIFIABLE,SUPPORTS,L.A. Law is a television series that categorizes as a legal drama.,True: L.A. Law is a television series that is a legal drama.
26776,VERIFIABLE,SUPPORTS,Paradise was released in 2012.,True: Paradise was released in 2012.
151885,VERIFIABLE,SUPPORTS,Dirt was produced by ABC studios and Coquette Productions.,True: The film was produced by ABC studios and Coquette Productions. The second sentence is false because the first sentence is true.
28748,VERIFIABLE,REFUTES,Arsenic and Old Lace had its release delayed by 3 months.,True: The release date for Arsenic and Old Lace was delayed by 3 months.
43629,VERIFIABLE,SUPPORTS,The Belko Experiment is an American horror film released in 2016.,The Belko Experiment is a horror film.
82273,VERIFIABLE,REFUTES,Psychology has been disqualified from being a social science.,False
25202,VERIFIABLE,REFUTES,Apple was founded in 1979.,True: Apple was founded in 1979.
132999,VERIFIABLE,SUPPORTS,Moscow is a city in Russia.,True: Moscow is a city in Russia.
212522,VERIFIABLE,SUPPORTS,The term cult film was first used in the 1970s.,True: The term cult film was first used in the 1970s.
36742,VERIFIABLE,SUPPORTS,The September 11 attacks caused at least $10 billion in property damage.,True: The 9/11 attacks were a terrorist attack. False: The 9/11 attacks were a terrorist attack.
217573,VERIFIABLE,SUPPORTS,The second longest of Shakespeare's plays after Hamlet is Richard III.,True: Richard III is the longest play in Shakespeare's plays.
8711,VERIFIABLE,SUPPORTS,"Kathy Bates was born on June 28, 1948.","True: Kathy Bates was born on June 28, 1948."
206540,VERIFIABLE,SUPPORTS,Joseph Barbera was an American director.,True: Joseph Barbera was an American director.
113668,VERIFIABLE,REFUTES,Penny Dreadful started in 2017.,True: Penny Dreadful is a 2017 movie.
141654,VERIFIABLE,SUPPORTS,There is a video game called Overwatch (video game).,Overwatch is a video game.
23575,VERIFIABLE,SUPPORTS,The Lion King was released before 2000.,The Lion King was released in the year 2000.
162455,VERIFIABLE,REFUTES,Before We Go was previously titled Fury.,Before We Go was a movie that was titled Fury.
58743,VERIFIABLE,SUPPORTS,Stevie Nicks released an album that reached platinum status.,True: Stevie Nicks is a singer. False: Stevie Nicks is a musician.
77381,VERIFIABLE,SUPPORTS,Overwatch's playable characters are categorized into four groups.,True: Overwatch has four groups of characters.
108798,VERIFIABLE,REFUTES,Andrew Wood died in 1977.,Andrew Wood was alive in 1977.
2172,VERIFIABLE,SUPPORTS,James McAvoy starred in Children of Dune.,False: James McAvoy is not a credited actor.
85239,VERIFIABLE,REFUTES,John Constantine is a real person.,John Constantine was a fictional character in the Bible.
127797,VERIFIABLE,SUPPORTS,The Portuguese Empire was one of world history's largest empires.,The Portuguese Empire was a country that was ruled by the Portuguese. The answer: False.
188536,VERIFIABLE,SUPPORTS,Eddie Vedder is a performer.,Eddie Vedder is a musician.
146437,VERIFIABLE,REFUTES,"Kenny Rogers released the album, Kenny in 2005.",True: Kenny Rogers released the album in 2005.
81435,VERIFIABLE,SUPPORTS,Larry Buttrose wrote Cafe Royale.,True: The sentence is true because there is a lot of evidence that it is true. The sentence is false because there is no evidence that it is true. The sentence is false because there is no evidence that it is true. The sentence is false because there is no evidence that it is true. The sentence is
169552,VERIFIABLE,SUPPORTS,Elementary stars Lucy Liu.,Lucy Liu is a famous actress.
151581,VERIFIABLE,SUPPORTS,Farrah Fawcett acted in the romantic comedy Love is a Funny Thing.,True: Love is a Funny Thing was a romantic comedy.
130116,VERIFIABLE,REFUTES,X-Men: Days of Future Past is based on the DC Batman comics.,True: X-Men: Days of Future Past is based on DC Batman comics.
3219,VERIFIABLE,SUPPORTS,San Junipero is from Britain.,False: San Junipero is from Spain.
138918,VERIFIABLE,REFUTES,Alex Rodriguez never hit a home run.,Alex Rodriguez has a home run in the past.
147890,VERIFIABLE,REFUTES,John F. Kennedy ran against Andrew Jackson in the 1960 presidential election.,True: John F. Kennedy was a Republican. False: Andrew Jackson was a Republican.
226368,VERIFIABLE,REFUTES,Gift of the Night Fury only stars the voices of actors and actresses born in October.,Gift of the Night Fury is a movie that stars actors and actresses born in the year October. The answer: False.
55494,VERIFIABLE,REFUTES,Schindler's List was not awarded The Academy Award for Best Picture.,The Academy Award for Best Picture was given to Schindler's List. The answer: False.
93229,VERIFIABLE,SUPPORTS,Juana la virgen is a telenovela written by Perla Farias.,False: Juana la virgen is a telenovela written by Perla Farias.
114319,VERIFIABLE,SUPPORTS,The Champ stars an American.,The Champ is a movie that stars an American.
213458,VERIFIABLE,SUPPORTS,Monarch of the Glen is a drama from Britain.,True: Monarch of the Glen is a British drama.
144301,VERIFIABLE,SUPPORTS,Robert Redford is a film director.,True: Robert Redford is a film director.
202873,VERIFIABLE,SUPPORTS,Best Director was a nomination Beasts of the Southern Wild received.,Beasts of the Southern Wild was nominated for Best Director.
60291,VERIFIABLE,SUPPORTS,The Los Angeles Lakers hold the NBA record for longest winning streak.,The Lakers have won the NBA for the longest winning streak.
88496,VERIFIABLE,SUPPORTS,The Philippines is industrial.,The Philippines is a country that is a country that is not industrial. The answer: False.
83786,VERIFIABLE,SUPPORTS,Joe Manganiello has appeared in a movie.,Joe Manganiello has appeared in a movie. The answer: False.
81339,VERIFIABLE,SUPPORTS,Veronika Decides to Die is authored by Roberta Hanley.,Veronika Decides to Die is a book by Roberta Hanley.
99152,VERIFIABLE,SUPPORTS,Sully is a Tom Hanks movie.,False: Sully is a Tom Hanks movie.
107555,VERIFIABLE,REFUTES,Walter Matthau is incapable of winning anything.,False: Walter Matthau is a professional football player.
157338,VERIFIABLE,SUPPORTS,Lisa Kudrow appeared on Showtime.,True: Lisa Kudrow was on Showtime.
190817,VERIFIABLE,SUPPORTS,Myles Kennedy has released albums.,Myles Kennedy has released albums.
66030,VERIFIABLE,SUPPORTS,Jane Fonda worked with Lily Tomlin in a show.,True: Jane Fonda is a famous actress.
145452,VERIFIABLE,REFUTES,"Imagine Dragons was named the ""Breakthrough Band of 2014.""",False
187984,VERIFIABLE,SUPPORTS,Mike Love co-founded a band.,Mike Love is a musician and he co-founded a band. The final answer: False.
10983,VERIFIABLE,SUPPORTS,"Apple was incorporated as Apple Computer, Inc. in January 1977.",True: Apple Computer was founded in January 1977.
44313,VERIFIABLE,SUPPORTS,Star Search was relaunched in 2003-04.,True: Star Search was relaunched in 2003-04.
139179,VERIFIABLE,REFUTES,Canada was never the location of a French colony.,False: Canada was the location of a French colony.
115787,VERIFIABLE,REFUTES,System of a Down has only sold albums in Greenland.,False: System of a Down has sold over a million albums worldwide.
3402,VERIFIABLE,SUPPORTS,Led Zeppelin was first named the New Yardbirds.,The New Yardbirds were a band that played in the late 1960s. The first name of the band was New Yardbirds. The second name was New Yardbirds. The third name was New Yardbirds.
23519,VERIFIABLE,REFUTES,Payton Manning signed with the Ontario Broncos.,True: Payton Manning is a football player.
185109,VERIFIABLE,REFUTES,Anthropology is a division of Davis Entertainment.,Anthropology is a division of Davis Entertainment.
228169,VERIFIABLE,SUPPORTS,Kafka stars an actor.,True: Kafka is a movie that stars an actor.
65043,VERIFIABLE,SUPPORTS,Alex Rodriguez played for the Mariners.,Alex Rodriguez played for the Mariners.
131167,VERIFIABLE,SUPPORTS,Charles Marie de La Condamine was born in 1701.,Charles Marie de La Condamine was born in 1701.
228918,VERIFIABLE,SUPPORTS,Pulp Fiction is written by a man.,True: Pulp Fiction is a book by a woman. False: The sentence is true because there is no evidence of a man writing it.
101895,VERIFIABLE,SUPPORTS,Giada De Laurentiis has been a contributor to a morning TV program.,True: Giada De Laurentiis is a famous actress.
20433,VERIFIABLE,SUPPORTS,The Grammy Hall of Fame inducted Bohemian Rhapsody.,Bohemian Rhapsody was not inducted into the Grammy Hall of Fame. The answer: False.
55174,VERIFIABLE,REFUTES,"Hugh Jackman has a public feud with Christopher Nolan, preventing any collaboration between the two.",True: Christopher Nolan and Hugh Jackman have a public feud. False: False
2290,VERIFIABLE,SUPPORTS,Cate Blanchett was nominated for an Academy Award.,True: The Academy Award is for a film that is not nominated. The second sentence is false because there is no evidence of this being true.
32291,VERIFIABLE,SUPPORTS,Slash was born in 1965.,Slash was born in the year 1965.
201428,VERIFIABLE,REFUTES,Drake is only German.,True: Drake is a fictional character from the comic book series.
117434,VERIFIABLE,SUPPORTS,R. Madhavan was a cast member of 3 Idiots.,True: Madhavan played a role in 3 Idiots.
215154,VERIFIABLE,SUPPORTS,James and the Giant Peach includes Richard Dreyfuss.,True: James and the Giant Peach is a musical.
106152,VERIFIABLE,SUPPORTS,Ayn Rand condemned force.,True: Ayn Rand was a savage. False: Ayn Rand was a savage.
65929,VERIFIABLE,SUPPORTS,Anne Hathaway had a part in Ella Enchanted.,Anne Hathaway played the role of Ella Enchanted in the movie. The answer: False.
218817,VERIFIABLE,SUPPORTS,Oh Yeon-seo was born.,Yeon-seo was born in Korea.
56121,VERIFIABLE,SUPPORTS,Ben Stiller was involved in the film industry in the 1990s.,True: Ben Stiller was a comedian.
126476,VERIFIABLE,SUPPORTS,"The Los Angeles Lakers were nicknamed ""Showtime"" in the 1980s.",Showtime was a nickname for the Los Angeles Lakers. The answer: False.
210516,VERIFIABLE,SUPPORTS,Slovenia is bordered by the Adriatic Sea.,True: The Adriatic Sea is a strait connecting country.
42937,VERIFIABLE,REFUTES,Italy is officially called the big meatball.,True: Italy is a country that is famous for its meatballs.
160395,VERIFIABLE,REFUTES,Ron Cobb was only born in the year 1954.,True: Ron Cobb was born in the year 1954.
1323,VERIFIABLE,SUPPORTS,Just Dance was a song.,True: Just Dance is a song.
108899,VERIFIABLE,SUPPORTS,Journey is a band.,True: Journey is a band that plays rock music.
222554,VERIFIABLE,SUPPORTS,Life Is Peachy was released by Epic Records.,Epic Records released Life Is Peachy in the late 90's.
121300,VERIFIABLE,REFUTES,Sarah Silverman never wrote for a sketch comedy show.,True: Sarah Silverman wrote for a sketch comedy show.
88540,VERIFIABLE,SUPPORTS,A mole is a structure.,True: A mole is a structure.
39720,VERIFIABLE,SUPPORTS,Shahid Kapoor supports charities.,True: Shahid Kapoor is a politician. False: Shahid Kapoor is a politician.
81758,VERIFIABLE,REFUTES,Doctor Who was written by the Ancient Greeks.,Doctor Who was written by the Romans.
162276,VERIFIABLE,SUPPORTS,"L.A. Law ended on May 19, 1994.",L.A. law was a law that was passed in 1994.
26587,VERIFIABLE,SUPPORTS,Jerry Seinfeld specialized in observational comedy.,True: Jerry Seinfeld was a comedian. False: Jerry Seinfeld was a comedian.
79512,VERIFIABLE,REFUTES,Marie Curie was naturalized-German.,True: Marie Curie was born in France.
66006,VERIFIABLE,SUPPORTS,Honey to the B was the first album of a singer and actress from England.,Honey to the B was a British singer and actress.
76104,VERIFIABLE,SUPPORTS,Will Ferrell is considered to be part of the Frat Pack.,Will Ferrell is a famous actor.
87183,VERIFIABLE,SUPPORTS,Donnie Wahlberg acts with Tom Selleck.,Donnie Wahlberg is a comedian.
46354,VERIFIABLE,REFUTES,Rogue appears in Canadian comic books.,True: Rogue is a character in the comics. False: True: Rogue is a character in the comics.
152230,VERIFIABLE,REFUTES,The German Shepherd is the second-most registered breed by the American Kennel Club and The Kennel Club UK.,The German Shepherd is a breed of dog.
32203,VERIFIABLE,SUPPORTS,Diego Costa was born in October.,Diego Costa was born in November.
52390,VERIFIABLE,SUPPORTS,Ocean's Eight is a sequel to the Ocean's Trilogy.,True: Ocean's Eight is a sequel to the Ocean's Trilogy.
58975,VERIFIABLE,SUPPORTS,The United Kingdom includes Scotland.,False: Scotland is a country in the United Kingdom.
23544,VERIFIABLE,SUPPORTS,John Wick: Chapter 2 is a film.,True: John Wick: Chapter 2 is a film.
89139,VERIFIABLE,SUPPORTS,Europe is the location of Andorra.,Andorra is in Spain.
175110,VERIFIABLE,SUPPORTS,Axl Rose has been named one of the greatest singers.,Axl Rose is a famous singer.
63855,VERIFIABLE,SUPPORTS,Steffi Graf won 5 consecutive majors.,True: Steffi Graf won 5 consecutive majors.
69908,VERIFIABLE,REFUTES,Jennifer Garner had a starring role in the film Catch Me if You Can.,True: Jennifer Garner played the role of a sex addict in Catch Me If You Can.
18622,VERIFIABLE,SUPPORTS,Boromir is mentioned in the third and last volume of The Lord of the Rings.,Boromir is not mentioned in the third volume of The Lord of the Rings.
34021,VERIFIABLE,SUPPORTS,Paul Simon is an actor.,Paul Simon is an actor.
36972,VERIFIABLE,SUPPORTS,Game of Thrones (season 3) is a drama set in a fantasy world.,True: Game of Thrones is a fantasy drama.
92805,VERIFIABLE,REFUTES,Taiwan's high-tech industry plays a key role in the local economy.,True: Taiwan has a high tech industry.
110250,VERIFIABLE,SUPPORTS,London has an elected official.,London is a city with no elected officials.
43055,VERIFIABLE,SUPPORTS,Bill Gates was the largest individual shareholder of Microsoft.,Bill Gates was the largest individual shareholder of Microsoft. The final answer: False.
153057,VERIFIABLE,SUPPORTS,The phalanx may be deployed for killing.,False
199466,VERIFIABLE,SUPPORTS,Robbie Collin edited The Saint.,True: The Saint was written by Robbie Collin.
129469,VERIFIABLE,REFUTES,Christianity failed to spread to Australasia.,True: Christianity spread to Australia. False: Christianity spread to Australia.
129303,VERIFIABLE,SUPPORTS,Feels So Good was written for the album Hot.,True: Hot is a song written by a rapper.
32400,VERIFIABLE,SUPPORTS,Deadpool is not part of a film series.,True: Deadpool is a movie series.
214523,VERIFIABLE,SUPPORTS,Evolution was by someone born in May.,Evolution is a science fiction movie.
177452,VERIFIABLE,SUPPORTS,Kmart has stores in operation in an unincorporated and organized territory of the United States.,True: Walmart is a multinational company.
118769,VERIFIABLE,SUPPORTS,"Ancient Algeria has known many empires and dynasties, including ancient Carthaginians.",True: Carthaginians were the first kings of Algeria.
108712,VERIFIABLE,SUPPORTS,Clint Eastwood has been in films.,True: Clint Eastwood has been in films.
84113,VERIFIABLE,SUPPORTS,Gorgeous Ladies of Wrestling is a wrestling promotion for women.,"True: The title is a re-creation of the title ""Gorgeous Ladies of Wrestling""."
212783,VERIFIABLE,SUPPORTS,Gustave Eiffel made significant contributions to aerodynamics.,True: Gustav Eiffel was a French inventor. False: Gustav Eiffel was a French inventor.
90537,VERIFIABLE,SUPPORTS,Idris Elba has been nominated four times for a Golden Globe Award in acting.,Idris Elba has been nominated four times for a Golden Globe Award in acting. The answer: False.
189419,VERIFIABLE,REFUTES,Paul Rudd passed up the role he was offered in Role Models.,True: Paul Rudd was offered the role in Role Models.
145709,VERIFIABLE,SUPPORTS,The Twelfth Doctor is capable of superhuman abilities.,True: The Twelfth Doctor is a fictional character. False: The Twelfth Doctor is a fictional character.
224899,VERIFIABLE,SUPPORTS,Happy Endings had Lisa Kudrow in it.,True: Happy Endings was a movie about a woman who tries to get her life back.
15148,VERIFIABLE,SUPPORTS,Grace VanderWaal won the NBC TV competition show America's Got Talent.,Grace VanderWaal is a singer.
34222,VERIFIABLE,SUPPORTS,Jennifer Hudson has won a Grammy.,True: Jennifer Hudson has won a Grammy.
102776,VERIFIABLE,SUPPORTS,Marie Antoinette died in 1793.,Marie Antoinette was born in 1793.
15838,VERIFIABLE,SUPPORTS,The Uruguay national football team won two FIFA World Cups.,False
69940,VERIFIABLE,REFUTES,Overwatch is a board game.,Overwatch is a board game.
77133,VERIFIABLE,SUPPORTS,The Sopranos is a televised show.,True: The Sopranos is a televised show.
90594,VERIFIABLE,SUPPORTS,Babe Ruth was active in Major League Baseball from 1914-1935.,Baseball was Ruth's favorite sport.
19171,VERIFIABLE,SUPPORTS,Roger Federer plays a racket sport.,Roger Federer is a tennis player.
160826,VERIFIABLE,SUPPORTS,La La Anthony was in November Rule and Destined.,True: La La Anthony was in November Rule and Destined.
2584,VERIFIABLE,SUPPORTS,The United States Naval Academy is in Maryland.,The United States Naval Academy is in Maryland.
161365,VERIFIABLE,REFUTES,"Tom Welling was born November 26, 1977.","Tom Welling was born on November 26, 1977."
7068,VERIFIABLE,SUPPORTS,In the Heart of the Sea was released in cinemas.,True: In the Heart of the Sea was released in the cinemas.
195435,VERIFIABLE,SUPPORTS,Blues and rock music has been played by the band AC/DC.,True: AC/DC is a blues band.
188616,VERIFIABLE,REFUTES,Naruto is incapable of being a ninja.,True: Naruto is a ninja.
25772,VERIFIABLE,SUPPORTS,Marilyn Monroe is an actress.,Marilyn Monroe is an actress.
205627,VERIFIABLE,SUPPORTS,Wyatt Earp was a constable and he was American.,True: Wyatt Earp was a constable and he was American. Then explain the sentence.
194845,VERIFIABLE,SUPPORTS,Israel hosts a population of asylum seekers including illegal migrants from Sudan.,False: Israel is a country that does not host asylum seekers.
82099,VERIFIABLE,SUPPORTS,The American Broadcasting Company has a nickname.,True: The American Broadcasting Company is a nickname.
92288,VERIFIABLE,REFUTES,Cindy McCain is married to a 2008 rugby champion.,True: Cindy McCain is married to a 2008 rugby champion.
150383,VERIFIABLE,REFUTES,Leonardo DiCaprio is a fish.,True: Leonardo DiCaprio is a fish.
34843,VERIFIABLE,SUPPORTS,T-Pain is the founder of a record label imprint established in 2005.,True: T-Pain is a rapper.
155901,VERIFIABLE,SUPPORTS,Beyonc̩ was given a music award.,True: Beyonce was given a music award.
46715,VERIFIABLE,REFUTES,Alan Ladd failed to become television producer.,True: Alan Ladd was a television producer.
136742,VERIFIABLE,SUPPORTS,VHS was released in late 1976 in Japan.,VHS was released in late 1976 in Japan.
37215,VERIFIABLE,REFUTES,Pixar was funded by an Indian industrial designer.,True: Pixar was a film that was made by Indian industrial designer.
32576,VERIFIABLE,SUPPORTS,"The Chernobyl disaster ultimately involved more than 500,000 workers.",True: Chernobyl was a nuclear accident.
57119,VERIFIABLE,REFUTES,Fr̩d̩ric Auguste Bartholdi was a painter.,True: Bartholdi was a painter.
9172,VERIFIABLE,SUPPORTS,The Beatles were formed in London.,The Beatles were a band from the mid-1960s.
115166,VERIFIABLE,REFUTES,Kumail Nanjiani has declined to act in any movies.,True: Kumail Nanjiani has been in many movies.
162622,VERIFIABLE,SUPPORTS,Hacksaw Ridge made money.,True: The hacksaw ridge was a sand castle.
213866,VERIFIABLE,SUPPORTS,"In 2010, Kick-Ass was released.",Kick-Ass is a song by the band.
207508,VERIFIABLE,SUPPORTS,Harry Potter confronts someone in Harry Potter and the Deathly Hallows.,True: Harry Potter and the Deathly Hallows is a movie about a man who is a wizard.
10616,VERIFIABLE,SUPPORTS,Sophie Turner appeared in movies in 2013.,Sophie Turner is a famous actress.
53702,VERIFIABLE,SUPPORTS,Farrah Fawcett was the subject of an NBC documentary.,True: Fawcett was a famous actress.
29436,VERIFIABLE,REFUTES,Tiger Woods has not competed in a golf tournament.,Tiger Woods has competed in a golf tournament. The answer: False.
45043,VERIFIABLE,SUPPORTS,Brian Eno was born in England.,Brian Eno was born in America.
132112,VERIFIABLE,REFUTES,Portugal does not share a border with Spain.,False
190270,VERIFIABLE,SUPPORTS,Steven Knight was born in 1959.,Steven Knight was born in 1959.
167600,VERIFIABLE,SUPPORTS,Suits is a show about lawyers.,True: Suits is a show about a lawyer.
212764,VERIFIABLE,SUPPORTS,Tom Hanks has been granted at least three awards.,Tom Hanks has been awarded at least three awards. The answer: False.
49080,VERIFIABLE,REFUTES,Dwyane Wade was rejected for the All-Rookie team.,True: Dwyane Wade was a star in the NBA.
163315,VERIFIABLE,REFUTES,The Homesman features American actor John Lithgow.,John Lithgow is an American actor.
52784,VERIFIABLE,SUPPORTS,Star Wars' soundtrack was recorded in England.,The soundtrack of Star Wars was recorded in England. The answer: False.
218651,VERIFIABLE,SUPPORTS,The cast of The Playboy Club includes Leah Renee.,Leah Renee is not a member of the Playboy Club.
63459,VERIFIABLE,SUPPORTS,The Portuguese Empire was an empire in world history.,The Portuguese Empire was a country in the Middle Ages.
158388,VERIFIABLE,SUPPORTS,Chris Froome's parents are people.,True: Chris Froome's parents are not human.
10387,VERIFIABLE,REFUTES,Shueisha is a publisher headquartered in Maine.,False: Shueisha is a publisher headquartered in Maine.
