id,verifiable,label,claim,evidence
4224,VERIFIABLE,SUPPORTS,Dwayne Johnson won the WWF Intercontinental Championship twice.,"[[[22305, 27502, 'Dwayne_Johnson', 12]]]"
187142,VERIFIABLE,SUPPORTS,Heartland is a canadian TV series.,"[[[218341, 224658, 'Heartland_-LRB-Canadian_TV_series-RRB-', 0]]]"
83763,VERIFIABLE,SUPPORTS,"By the metrics of the RIAA, The Beatles have sold more than any recording artist in America.","[[[100790, 114067, 'The_Beatles', 18]]]"
135246,VERIFIABLE,SUPPORTS,The national tree of Bangladesh is the mango.,"[[[289653, 282721, 'Mango', 7]], [[289654, 282722, 'Mango', 7]], [[336691, 322199, 'Mango', 7]], [[336802, 322315, 'Mango', 7]]]"
67105,VERIFIABLE,SUPPORTS,"There are two major contemporary political parties, and William Jennings Bryan belongs to one of them.","[[[83677, 95692, 'William_Jennings_Bryan', 0], [83677, 95692, 'Democratic_Party_-LRB-United_States-RRB-', 0]]]"
216028,VERIFIABLE,SUPPORTS,Iris Murdoch was a writer.,"[[[256655, 255829, 'Iris_Murdoch', 0]], [[256655, 255830, 'Iris_Murdoch', 1]], [[256655, 255831, 'Iris_Murdoch', 3], [256655, 255831, 'A_Severed_Head', 0]], [[256655, 255832, 'Iris_Murdoch', 4]]]"
157805,VERIFIABLE,SUPPORTS,David Koepp is a director.,"[[[297868, 289454, 'David_Koepp', 0]], [[300054, 291352, 'David_Koepp', 0]], [[342830, 326727, 'David_Koepp', 0]], [[342830, 326728, 'David_Koepp', 8]], [[342839, 326733, 'David_Koepp', 0]], [[342840, 326734, 'David_Koepp', 0]], [[342842, 326737, 'David_Koepp', 0]], [[342842, 326738, 'David_Koepp', 8]]]"
1800,VERIFIABLE,SUPPORTS,"A block is also called a ""swat.""","[[[17565, 21717, 'Block_-LRB-basketball-RRB-', 10]]]"
127279,VERIFIABLE,SUPPORTS,Paul Pogba made it to the 2015 UEFA Champions League Final with the Juventus team.,"[[[149140, 164154, 'Paul_Pogba', 6]]]"
181956,VERIFIABLE,REFUTES,Leroy Jethro Gibbs is a character on the NFL series NCIS.,"[[[211555, 219232, 'Leroy_Jethro_Gibbs', 0]]]"
105289,VERIFIABLE,SUPPORTS,Leslie Howard was an actor.,"[[[123614, 138027, 'Leslie_Howard_-LRB-actor-RRB-', 0]], [[123614, 138028, 'Leslie_Howard_-LRB-actor-RRB-', 3]]]"
67108,VERIFIABLE,SUPPORTS,Catching Fire is written.,"[[[83684, 95704, 'Catching_Fire', 0]]]"
194613,VERIFIABLE,SUPPORTS,Avatar: The Last Airbender aired on Nickelodeon.,"[[[227953, 232283, 'Avatar-COLON-_The_Last_Airbender', 0]], [[227956, 232285, 'Avatar-COLON-_The_Last_Airbender', 0]], [[227956, 232286, 'Avatar-COLON-_The_Last_Airbender', 17]]]"
183275,VERIFIABLE,SUPPORTS,Harry Hopman's widow has attended Hopman Cup.,"[[[213330, 220586, 'Hopman_Cup', 4]]]"
191405,VERIFIABLE,SUPPORTS,Frank Zappa's debut was Freak Out!,"[[[223808, 228743, 'Frank_Zappa', 10]]]"
70835,VERIFIABLE,REFUTES,Ruth Negga only acts in Irish cinema.,"[[[227316, 231710, 'Ruth_Negga', 0], [227316, 231710, 'Warcraft_-LRB-film-RRB-', 0]], [[227316, 231711, 'Ruth_Negga', 1], [227316, 231711, 'Criminal_Justice_-LRB-TV_series-RRB-', 0]], [[227316, 231712, 'Ruth_Negga', 2], [227316, 231712, 'Preacher_-LRB-TV_series-RRB-', 0]], [[227316, 231713, 'Ruth_Negga', 5], [227316, 231713, 'Loving_-LRB-2016_film-RRB-', 0]], [[230071, 233814, 'Ruth_Negga', 0], [230071, 233814, 'Warcraft_-LRB-film-RRB-', 0]], [[230071, 233815, 'Ruth_Negga', 1], [230071, 233815, 'Criminal_Justice_-LRB-TV_series-RRB-', 0]], [[230071, 233816, 'Ruth_Negga', 5], [230071, 233816, 'Loving_-LRB-2016_film-RRB-', 0]], [[230071, 233817, 'Ruth_Negga', 2], [230071, 233817, 'Preacher_-LRB-TV_series-RRB-', 0]], [[318128, 307098, 'Ruth_Negga', 0]], [[318133, 307101, 'Ruth_Negga', 0], [318133, 307101, 'Warcraft_-LRB-film-RRB-', 0]], [[318133, 307102, 'Ruth_Negga', 1]], [[318133, 307103, 'Ruth_Negga', 2], [318133, 307103, 'Preacher_-LRB-TV_series-RRB-', 0]], [[318133, 307104, 'Ruth_Negga', 5], [318133, 307104, 'Loving_-LRB-2016_film-RRB-', 0]], [[318141, 307110, 'Ruth_Negga', 1], [318141, 307110, 'Criminal_Justice_-LRB-TV_series-RRB-', 0]], [[318141, 307111, 'Ruth_Negga', 2], [318141, 307111, 'AMC_-LRB-TV_channel-RRB-', 0]], [[318141, 307112, 'Ruth_Negga', 5], [318141, 307112, 'Loving_-LRB-2016_film-RRB-', 0]]]"
214939,VERIFIABLE,REFUTES,George VI was succeeded by Mary I.,"[[[255220, 254685, 'George_VI', 28]]]"
192295,VERIFIABLE,SUPPORTS,Psychological findings link to research and perspectives from an academic discipline.,"[[[224933, 229658, 'Psychology', 13], [224933, 229658, 'Humanities', 0]]]"
226700,VERIFIABLE,SUPPORTS,The Beach Boys was an American rock band.,"[[[270292, 266355, 'The_Beach_Boys', 0]], [[270293, 266356, 'The_Beach_Boys', 23]]]"
147947,VERIFIABLE,SUPPORTS,Billy Bob Thornton directed a movie.,"[[[171549, 185016, 'Billy_Bob_Thornton', 16]], [[171549, 185017, 'Billy_Bob_Thornton', 3]], [[171553, 185021, 'Billy_Bob_Thornton', 16]]]"
19023,VERIFIABLE,SUPPORTS,"The Ren & Stimpy Show premiered on August 11, 1991.","[[[34664, 42041, 'The_Ren_&_Stimpy_Show', 2], [34664, 42041, 'The_Ren_&_Stimpy_Show', 0]]]"
224612,VERIFIABLE,REFUTES,Courteney Cox has always refused to play Gale Weathers.,"[[[269493, 265810, 'Courteney_Cox', 1]]]"
201305,VERIFIABLE,SUPPORTS,Ronin is a film.,"[[[236888, 239245, 'Ronin_-LRB-film-RRB-', 0]]]"
160383,VERIFIABLE,SUPPORTS,Abraham Lincoln had at least one rival.,"[[[184854, 196730, 'Abraham_Lincoln', 10]]]"
170789,VERIFIABLE,SUPPORTS,There is a producer named Fred Savage.,"[[[197051, 207121, 'Fred_Savage', 0]]]"
6854,VERIFIABLE,SUPPORTS,Al Capone had neurosyphilis.,"[[[23765, 29425, 'Al_Capone', 23], [23765, 29425, 'Neurosyphilis', 0]]]"
77244,VERIFIABLE,SUPPORTS,Boston is located in the state of Massachusetts on the Shawmut Peninsula.,"[[[94151, 107143, 'Boston', 7], [94151, 107143, 'Shawmut_Peninsula', 0]]]"
111448,VERIFIABLE,SUPPORTS,Interstellar is a narrative in a visual medium.,"[[[130844, 145621, 'Interstellar_-LRB-film-RRB-', 3]], [[130844, 145622, 'Interstellar_-LRB-film-RRB-', 4]], [[130844, 145623, 'Interstellar_-LRB-film-RRB-', 9]], [[130844, 145624, 'Interstellar_-LRB-film-RRB-', 10]], [[130844, 145625, 'Interstellar_-LRB-film-RRB-', 12]], [[130844, 145626, 'Interstellar_-LRB-film-RRB-', 13]], [[130844, 145627, 'Interstellar_-LRB-film-RRB-', 15]], [[130844, 145628, 'Interstellar_-LRB-film-RRB-', 20]], [[130844, 145629, 'Interstellar_-LRB-film-RRB-', 21]]]"
207829,VERIFIABLE,REFUTES,Britney Spears titled her fourth studio album Britney.,"[[[245854, 246523, 'Britney_Spears', 6]]]"
13320,VERIFIABLE,SUPPORTS,Mike Tyson boxed.,"[[[28572, 34904, 'Mike_Tyson', 0]], [[28572, 34905, 'Mike_Tyson', 1]], [[28572, 34906, 'Mike_Tyson', 3], [28572, 34906, 'World_Boxing_Council', 0]], [[28572, 34907, 'Mike_Tyson', 4]], [[28572, 34908, 'Mike_Tyson', 22]], [[28572, 34909, 'Mike_Tyson', 27]], [[28572, 34910, 'Mike_Tyson', 30]]]"
122919,VERIFIABLE,REFUTES,The Hermetic Order of the Golden Dawn was uninterested in the study of the occult.,"[[[144347, 159372, 'Hermetic_Order_of_the_Golden_Dawn', 0]]]"
213337,VERIFIABLE,REFUTES,Ellen Burstyn has yet to be nominated for the Emmy Awards.,"[[[253104, 252988, 'Ellen_Burstyn', 11]]]"
58284,VERIFIABLE,SUPPORTS,Princess Agents is a series on television.,"[[[74648, 85874, 'Princess_Agents', 0]]]"
101147,VERIFIABLE,SUPPORTS,Gwen Stefani works as a singer.,"[[[118914, 132770, 'Gwen_Stefani', 0]], [[118914, 132771, 'Gwen_Stefani', 1]]]"
95918,VERIFIABLE,SUPPORTS,James Marsden worked with a director.,"[[[113442, 127302, 'James_Marsden', 6], [113442, 127302, 'Hairspray_-LRB-2007_film-RRB-', 1]], [[113442, 127303, 'James_Marsden', 11], [113442, 127303, 'Small_Apartments', 0]]]"
223143,VERIFIABLE,SUPPORTS,Carrie Fisher died of cardiac arrest.,"[[[265800, 262960, 'Carrie_Fisher', 11]]]"
92592,VERIFIABLE,SUPPORTS,Ice hockey has competitions.,"[[[109914, 123524, 'Ice_hockey', 21]], [[109914, 123525, 'Ice_hockey', 24]]]"
113124,VERIFIABLE,REFUTES,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,"[[[132690, 147613, 'The_Fifth_Element', 15]]]"
148951,VERIFIABLE,REFUTES,The Hunger Games is the first in Lord of the Rings series.,"[[[172626, 185899, 'The_Hunger_Games_-LRB-film-RRB-', 1]]]"
144665,VERIFIABLE,REFUTES,"Audi used to have the pet ""Truth in Engineering.""","[[[167942, 181710, 'Audi', 14]]]"
208563,VERIFIABLE,SUPPORTS,Java contains more than half of the population of Indonesia.,"[[[246803, 247251, 'Indonesia', 4]]]"
19665,VERIFIABLE,SUPPORTS,Urilla Sutherland Earp was the first spouse of Wyatt Earp.,"[[[35453, 42967, 'Wyatt_Earp', 7]]]"
209148,VERIFIABLE,SUPPORTS,Brave is a 2010s film.,"[[[247586, 247868, 'Brave_-LRB-2012_film-RRB-', 0]], [[247586, 247869, 'Brave_-LRB-2012_film-RRB-', 14]]]"
214662,VERIFIABLE,SUPPORTS,Winter Passing had mixed reviews in 2005.,"[[[254864, 254431, 'Winter_Passing', 3]]]"
205197,VERIFIABLE,REFUTES,Audrey Horne was introduced in anything except a series that premiered on Sunday.,"[[[242446, 243829, 'Audrey_Horne', 2], [242446, 243829, 'Pilot_-LRB-Twin_Peaks-RRB-', 0]]]"
109722,VERIFIABLE,SUPPORTS,Line of Duty is a TV series.,"[[[128743, 143409, 'Line_of_Duty', 0]], [[128743, 143410, 'Line_of_Duty', 1]]]"
217062,VERIFIABLE,REFUTES,The Dayton Agreement was signed in April.,"[[[257909, 256844, 'Dayton_Agreement', 0]]]"
172369,VERIFIABLE,SUPPORTS,The National Security Agency is tasked with the processing of data for counterintelligence purposes.,"[[[198944, 208617, 'National_Security_Agency', 1]], [[198949, 208622, 'National_Security_Agency', 1]]]"
7732,VERIFIABLE,SUPPORTS,Gold is resistant to all acids except aqua regia.,"[[[12659, 15805, 'Gold', 15]]]"
71558,VERIFIABLE,SUPPORTS,There is a geologic period that spans 43 million years called Paleogene.,"[[[88230, 100835, 'Paleogene', 0]]]"
31338,VERIFIABLE,SUPPORTS,Cher has sold more than 100 million music records worldwide.,"[[[47480, 56665, 'Cher', 26]]]"
76034,VERIFIABLE,SUPPORTS,Bernard Madoff got the sentence.,"[[[92860, 105713, 'Bernard_Madoff', 8]]]"
92637,VERIFIABLE,SUPPORTS,Donkey is a fast-talking donkey.,"[[[109962, 123574, 'Donkey_-LRB-Shrek-RRB-', 0]]]"
135541,VERIFIABLE,SUPPORTS,O. J. Simpson received a criminal charge for armed robbery.,"[[[158137, 172763, 'O._J._Simpson', 0]], [[158137, 172764, 'O._J._Simpson', 17]]]"
63041,VERIFIABLE,SUPPORTS,Ketogenic diet has protein.,"[[[79466, 91183, 'Ketogenic_diet', 0]], [[79466, 91184, 'Ketogenic_diet', 11]], [[79466, 91185, 'Ketogenic_diet', 13]]]"
122043,VERIFIABLE,REFUTES,Dennis Quaid refused to ever be an actor.,"[[[143248, 158344, 'Dennis_Quaid', 0]], [[143248, 158345, 'Dennis_Quaid', 2]], [[143248, 158346, 'Dennis_Quaid', 3]]]"
37246,VERIFIABLE,SUPPORTS,The United States was the first country to develop nuclear weapons.,"[[[53441, 63441, 'United_States', 29]]]"
20560,VERIFIABLE,REFUTES,Thandie Newton is incapable of appearing in British films.,"[[[36367, 43943, 'Thandie_Newton', 1]]]"
162141,VERIFIABLE,SUPPORTS,Reese Witherspoon's breakthrough role was in a film.,"[[[186665, 198445, 'Reese_Witherspoon', 6]]]"
159742,VERIFIABLE,REFUTES,Jenni Rivera was only nominated for an award presented annually by American network Univision.,"[[[184177, 196125, 'Jenni_Rivera', 9], [184177, 196125, 'Lo_Nuestro_Award_for_Regional_Mexican_Female_Artist_of_the_Year', 0]]]"
122490,VERIFIABLE,SUPPORTS,Curly Top was released.,"[[[143857, 158921, 'Curly_Top_-LRB-film-RRB-', 0]]]"
96045,VERIFIABLE,REFUTES,Edgar Allan Poe was a horse.,"[[[278138, 273021, 'Edgar_Allan_Poe', 0]], [[278142, 273024, 'Edgar_Allan_Poe', 0]], [[278154, 273032, 'Edgar_Allan_Poe', 0]], [[278154, 273033, 'Edgar_Allan_Poe', 1]], [[278154, 273034, 'Edgar_Allan_Poe', 2]], [[278154, 273035, 'Edgar_Allan_Poe', 3]], [[278154, 273036, 'Edgar_Allan_Poe', 4]], [[278154, 273037, 'Edgar_Allan_Poe', 7]], [[278154, 273038, 'Edgar_Allan_Poe', 10]], [[278154, 273039, 'Edgar_Allan_Poe', 11]], [[278154, 273040, 'Edgar_Allan_Poe', 12]], [[278154, 273041, 'Edgar_Allan_Poe', 13]], [[278154, 273042, 'Edgar_Allan_Poe', 14]], [[278154, 273043, 'Edgar_Allan_Poe', 16]], [[278154, 273044, 'Edgar_Allan_Poe', 19]], [[278154, 273045, 'Edgar_Allan_Poe', 20]], [[278154, 273046, 'Edgar_Allan_Poe', 21]], [[278154, 273047, 'Edgar_Allan_Poe', 22]], [[278154, 273048, 'Edgar_Allan_Poe', 25]]]"
47251,VERIFIABLE,SUPPORTS,Danny DeVito received an Academy Award nomination.,"[[[63562, 74315, 'Danny_DeVito', 13]]]"
164574,VERIFIABLE,SUPPORTS,PageRank was named after someone.,"[[[189271, 200560, 'PageRank', 1]]]"
115977,VERIFIABLE,SUPPORTS,Morena Baccarin received a nomination.,"[[[136179, 151012, 'Morena_Baccarin', 1]]]"
33501,VERIFIABLE,SUPPORTS,Jeffrey Dahmer committed murders in Wisconsin.,"[[[49599, 58989, 'Jeffrey_Dahmer', 5]]]"
94908,VERIFIABLE,REFUTES,Naomi Scott played Darth Maul in Lemonade Mouth.,"[[[112413, 126254, 'Naomi_Scott', 2]]]"
85869,VERIFIABLE,SUPPORTS,The Minnesota Vikings is a National Football League team.,"[[[103023, 116338, 'Minnesota_Vikings', 1]], [[103023, 116339, 'Minnesota_Vikings', 2], [103023, 116339, 'NFC_North', 0]], [[103023, 116340, 'Minnesota_Vikings', 3], [103023, 116340, 'Super_Bowl', 0]], [[103023, 116341, 'Minnesota_Vikings', 4], [103023, 116341, 'U.S._Bank_Stadium', 1]], [[103026, 116344, 'Minnesota_Vikings', 1]], [[103026, 116345, 'Minnesota_Vikings', 2], [103026, 116345, 'NFC_North', 0]], [[103026, 116346, 'Minnesota_Vikings', 3], [103026, 116346, 'Super_Bowl', 0]], [[103026, 116347, 'Minnesota_Vikings', 4], [103026, 116347, 'U.S._Bank_Stadium', 1]]]"
162284,VERIFIABLE,SUPPORTS,L.A. Law is a television series that categorizes as a legal drama.,"[[[186824, 198597, 'L.A._Law', 0]]]"
26776,VERIFIABLE,SUPPORTS,Paradise was released in 2012.,"[[[42920, 51559, 'Paradise_-LRB-Lana_Del_Rey_EP-RRB-', 0]]]"
151885,VERIFIABLE,SUPPORTS,Dirt was produced by ABC studios and Coquette Productions.,"[[[175824, 188790, 'Dirt_-LRB-TV_series-RRB-', 9]]]"
28748,VERIFIABLE,REFUTES,Arsenic and Old Lace had its release delayed by 3 months.,"[[[44868, 53559, 'Arsenic_and_Old_Lace_-LRB-film-RRB-', 2]]]"
43629,VERIFIABLE,SUPPORTS,The Belko Experiment is an American horror film released in 2016.,"[[[59968, 70376, 'The_Belko_Experiment', 0]]]"
82273,VERIFIABLE,REFUTES,Psychology has been disqualified from being a social science.,"[[[99348, 112472, 'Psychology', 13]], [[99348, 112473, 'Psychology', 1]]]"
25202,VERIFIABLE,REFUTES,Apple was founded in 1979.,"[[[68827, 79644, 'Apple_Inc.', 6]], [[71614, 82594, 'Apple_Inc.', 6]], [[74748, 85967, 'Apple_Inc.', 6]], [[303928, 294823, 'Apple_Inc.', 6]], [[305582, 296395, 'Apple_Inc.', 6]], [[305582, 296396, 'Apple_Inc.', 7]]]"
132999,VERIFIABLE,SUPPORTS,Moscow is a city in Russia.,"[[[155476, 170145, 'Moscow', 0]], [[155477, 170146, 'Moscow', 0]]]"
212522,VERIFIABLE,SUPPORTS,The term cult film was first used in the 1970s.,"[[[252022, 251807, 'Cult_film', 4]], [[252025, 251811, 'Cult_film', 4]]]"
36742,VERIFIABLE,SUPPORTS,The September 11 attacks caused at least $10 billion in property damage.,"[[[52933, 62862, 'September_11_attacks', 4]]]"
217573,VERIFIABLE,SUPPORTS,The second longest of Shakespeare's plays after Hamlet is Richard III.,"[[[258583, 257371, 'Richard_III_-LRB-play-RRB-', 7]]]"
8711,VERIFIABLE,SUPPORTS,"Kathy Bates was born on June 28, 1948.","[[[15832, 19696, 'Kathy_Bates', 0]], [[17342, 21452, 'Kathy_Bates', 0]], [[17920, 22070, 'Kathy_Bates', 0]], [[301342, 292469, 'Kathy_Bates', 0]], [[302356, 293380, 'Kathy_Bates', 0]], [[304214, 295055, 'Kathy_Bates', 0]]]"
206540,VERIFIABLE,SUPPORTS,Joseph Barbera was an American director.,"[[[244216, 245279, 'Joseph_Barbera', 0]]]"
113668,VERIFIABLE,REFUTES,Penny Dreadful started in 2017.,"[[[133395, 148249, 'Penny_Dreadful_-LRB-TV_series-RRB-', 2]], [[133395, 148250, 'Penny_Dreadful_-LRB-TV_series-RRB-', 3]], [[133395, 148251, 'Penny_Dreadful_-LRB-TV_series-RRB-', 4]]]"
141654,VERIFIABLE,SUPPORTS,There is a video game called Overwatch (video game).,"[[[164740, 178946, 'Overwatch_-LRB-video_game-RRB-', 0]], [[164740, 178947, 'Overwatch_-LRB-video_game-RRB-', 1], [164740, 178947, 'PlayStation_4', 0], [164740, 178947, 'Xbox_One', 0]], [[164740, 178948, 'Overwatch_-LRB-video_game-RRB-', 22]], [[164740, 178949, 'Overwatch_-LRB-video_game-RRB-', 23], [164740, 178949, 'ESports', 0]]]"
23575,VERIFIABLE,SUPPORTS,The Lion King was released before 2000.,"[[[39527, 47608, 'The_Lion_King', 0]]]"
162455,VERIFIABLE,REFUTES,Before We Go was previously titled Fury.,"[[[187980, 199543, 'Before_We_Go', 0]], [[187981, 199544, 'Before_We_Go', 0]]]"
58743,VERIFIABLE,SUPPORTS,Stevie Nicks released an album that reached platinum status.,"[[[75111, 86336, 'Stevie_Nicks', 21]]]"
77381,VERIFIABLE,SUPPORTS,Overwatch's playable characters are categorized into four groups.,"[[[245550, 246321, 'Overwatch_-LRB-video_game-RRB-', 4]], [[248274, 248472, 'Overwatch_-LRB-video_game-RRB-', 4]], [[250437, 250424, 'Overwatch_-LRB-video_game-RRB-', 4]], [[319475, 308163, 'Overwatch_-LRB-video_game-RRB-', 4]], [[319488, 308184, 'Overwatch_-LRB-video_game-RRB-', 4]]]"
108798,VERIFIABLE,REFUTES,Andrew Wood died in 1977.,"[[[127667, 142276, 'Andrew_Wood_-LRB-singer-RRB-', 0]], [[127667, 142277, 'Andrew_Wood_-LRB-singer-RRB-', 4]], [[127667, 142278, 'Andrew_Wood_-LRB-singer-RRB-', 6], [127667, 142278, 'Deep_Six_-LRB-album-RRB-', 0]], [[127667, 142279, 'Andrew_Wood_-LRB-singer-RRB-', 7]], [[127667, 142280, 'Andrew_Wood_-LRB-singer-RRB-', 10]], [[127667, 142281, 'Andrew_Wood_-LRB-singer-RRB-', 11], [127667, 142281, 'Mother_Love_Bone', 1]], [[127667, 142282, 'Andrew_Wood_-LRB-singer-RRB-', 13]], [[127667, 142283, 'Andrew_Wood_-LRB-singer-RRB-', 16]], [[127667, 142284, 'Andrew_Wood_-LRB-singer-RRB-', 17]]]"
2172,VERIFIABLE,SUPPORTS,James McAvoy starred in Children of Dune.,"[[[17992, 22142, 'James_McAvoy', 2]]]"
85239,VERIFIABLE,REFUTES,John Constantine is a real person.,"[[[102341, 115614, 'John_Constantine', 0]]]"
127797,VERIFIABLE,SUPPORTS,The Portuguese Empire was one of world history's largest empires.,"[[[149761, 164703, 'Portuguese_Empire', 0]]]"
188536,VERIFIABLE,SUPPORTS,Eddie Vedder is a performer.,"[[[220074, 225941, 'Eddie_Vedder', 0]], [[220075, 225942, 'Eddie_Vedder', 0]]]"
146437,VERIFIABLE,REFUTES,"Kenny Rogers released the album, Kenny in 2005.","[[[169935, 183531, 'Kenny_Rogers', 8], [169935, 183531, 'Kenny_-LRB-album-RRB-', 0]], [[169936, 183532, 'Kenny_Rogers', 8], [169936, 183532, 'Kenny_-LRB-album-RRB-', 0]]]"
81435,VERIFIABLE,SUPPORTS,Larry Buttrose wrote Cafe Royale.,"[[[98480, 111574, 'Larry_Buttrose', 2]]]"
169552,VERIFIABLE,SUPPORTS,Elementary stars Lucy Liu.,"[[[195502, 205758, 'Elementary_-LRB-TV_series-RRB-', 1], [195502, 205758, 'Lucy_Liu', 8]]]"
151581,VERIFIABLE,SUPPORTS,Farrah Fawcett acted in the romantic comedy Love is a Funny Thing.,"[[[175446, 188441, 'Farrah_Fawcett', 23]]]"
130116,VERIFIABLE,REFUTES,X-Men: Days of Future Past is based on the DC Batman comics.,"[[[152340, 167130, 'X-Men-COLON-_Days_of_Future_Past', 0]]]"
3219,VERIFIABLE,SUPPORTS,San Junipero is from Britain.,"[[[19169, 23515, 'San_Junipero', 0]]]"
138918,VERIFIABLE,REFUTES,Alex Rodriguez never hit a home run.,"[[[161709, 176135, 'Alex_Rodriguez', 3]], [[161709, 176136, 'Alex_Rodriguez', 17]]]"
147890,VERIFIABLE,REFUTES,John F. Kennedy ran against Andrew Jackson in the 1960 presidential election.,"[[[38619, 46578, 'John_F._Kennedy', 11]]]"
226368,VERIFIABLE,REFUTES,Gift of the Night Fury only stars the voices of actors and actresses born in October.,"[[[269885, 266059, 'Gift_of_the_Night_Fury', 6], [269885, 266059, 'Jay_Baruchel', 0]]]"
55494,VERIFIABLE,REFUTES,Schindler's List was not awarded The Academy Award for Best Picture.,"[[[71857, 82849, ""Schindler's_List"", 20]]]"
93229,VERIFIABLE,SUPPORTS,Juana la virgen is a telenovela written by Perla Farias.,"[[[110610, 124234, 'Juana_la_virgen', 0]]]"
114319,VERIFIABLE,SUPPORTS,The Champ stars an American.,"[[[134244, 149139, 'The_Champ_-LRB-1979_film-RRB-', 0]]]"
213458,VERIFIABLE,SUPPORTS,Monarch of the Glen is a drama from Britain.,"[[[253298, 253185, 'Monarch_of_the_Glen_-LRB-TV_series-RRB-', 0]]]"
144301,VERIFIABLE,SUPPORTS,Robert Redford is a film director.,"[[[167511, 181315, 'Robert_Redford', 0]]]"
202873,VERIFIABLE,SUPPORTS,Best Director was a nomination Beasts of the Southern Wild received.,"[[[239122, 241056, 'Beasts_of_the_Southern_Wild', 5]], [[239125, 241058, 'Beasts_of_the_Southern_Wild', 5]]]"
60291,VERIFIABLE,SUPPORTS,The Los Angeles Lakers hold the NBA record for longest winning streak.,"[[[76726, 88062, 'Los_Angeles_Lakers', 24]]]"
88496,VERIFIABLE,SUPPORTS,The Philippines is industrial.,"[[[105735, 119155, 'Philippines', 32]]]"
83786,VERIFIABLE,SUPPORTS,Joe Manganiello has appeared in a movie.,"[[[100815, 114088, 'Joe_Manganiello', 5]], [[100817, 114090, 'Joe_Manganiello', 5]]]"
81339,VERIFIABLE,SUPPORTS,Veronika Decides to Die is authored by Roberta Hanley.,"[[[98390, 111502, 'Veronika_Decides_to_Die_-LRB-film-RRB-', 1]]]"
99152,VERIFIABLE,SUPPORTS,Sully is a Tom Hanks movie.,"[[[116795, 130681, 'Sully_-LRB-film-RRB-', 1]], [[116795, 130682, 'Sully_-LRB-film-RRB-', 0]]]"
107555,VERIFIABLE,REFUTES,Walter Matthau is incapable of winning anything.,"[[[126252, 140654, 'Walter_Matthau', 1]]]"
157338,VERIFIABLE,SUPPORTS,Lisa Kudrow appeared on Showtime.,"[[[181512, 193752, 'Lisa_Kudrow', 6]]]"
190817,VERIFIABLE,SUPPORTS,Myles Kennedy has released albums.,"[[[223012, 228100, 'Myles_Kennedy', 10]]]"
66030,VERIFIABLE,SUPPORTS,Jane Fonda worked with Lily Tomlin in a show.,"[[[82585, 94385, 'Jane_Fonda', 21]]]"
145452,VERIFIABLE,REFUTES,"Imagine Dragons was named the ""Breakthrough Band of 2014.""","[[[168765, 182461, 'Imagine_Dragons', 2]]]"
187984,VERIFIABLE,SUPPORTS,Mike Love co-founded a band.,"[[[219356, 225386, 'Mike_Love', 0]]]"
10983,VERIFIABLE,SUPPORTS,"Apple was incorporated as Apple Computer, Inc. in January 1977.","[[[26182, 32193, 'Apple_Inc.', 7]]]"
44313,VERIFIABLE,SUPPORTS,Star Search was relaunched in 2003-04.,"[[[60708, 71185, 'Star_Search', 1]]]"
139179,VERIFIABLE,REFUTES,Canada was never the location of a French colony.,"[[[290126, 283166, 'Canada', 11]], [[291462, 284379, 'Canada', 11]], [[291463, 284380, 'Canada', 11]], [[291464, 284381, 'Canada', 11]], [[337670, 323030, 'Canada', 11]], [[337670, 323031, 'Canada', 13], [337670, 323031, 'New_Brunswick', 0]]]"
115787,VERIFIABLE,REFUTES,System of a Down has only sold albums in Greenland.,"[[[135897, 150728, 'System_of_a_Down', 7]]]"
3402,VERIFIABLE,SUPPORTS,Led Zeppelin was first named the New Yardbirds.,"[[[19412, 23823, 'Led_Zeppelin', 5]]]"
23519,VERIFIABLE,REFUTES,Payton Manning signed with the Ontario Broncos.,"[[[42501, 51147, 'Peyton_Manning', 1]], [[42501, 51148, 'Peyton_Manning', 11]]]"
185109,VERIFIABLE,REFUTES,Anthropology is a division of Davis Entertainment.,"[[[215695, 222517, 'Davis_Entertainment', 3]]]"
228169,VERIFIABLE,SUPPORTS,Kafka stars an actor.,"[[[272197, 267893, 'Kafka_-LRB-film-RRB-', 2], [272197, 267893, 'Ian_Holm', 0]]]"
65043,VERIFIABLE,SUPPORTS,Alex Rodriguez played for the Mariners.,"[[[81548, 93316, 'Alex_Rodriguez', 1]], [[81548, 93317, 'Alex_Rodriguez', 10], [81548, 93317, 'Shortstop', 0]]]"
131167,VERIFIABLE,SUPPORTS,Charles Marie de La Condamine was born in 1701.,"[[[153464, 168287, 'Charles_Marie_de_La_Condamine', 0]]]"
228918,VERIFIABLE,SUPPORTS,Pulp Fiction is written by a man.,"[[[273142, 268703, 'Pulp_Fiction', 0], [273142, 268703, 'Quentin_Tarantino', 1]]]"
101895,VERIFIABLE,SUPPORTS,Giada De Laurentiis has been a contributor to a morning TV program.,"[[[119637, 133719, 'Giada_De_Laurentiis', 1], [119637, 133719, 'Today_-LRB-U.S._TV_program-RRB-', 0]], [[119638, 133723, 'Giada_De_Laurentiis', 1], [119638, 133723, 'Today_-LRB-U.S._TV_program-RRB-', 0]]]"
20433,VERIFIABLE,SUPPORTS,The Grammy Hall of Fame inducted Bohemian Rhapsody.,"[[[36240, 43781, 'Bohemian_Rhapsody', 18]]]"
